transaction_id,revenue_at_risk,risk_score,risk_level,root_cause,risk_factors,recommended_recovery_window
txn_428e450b,34178.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_3292604f,39010.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_19db666a,28176.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_5c309644,2707.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_3d5d1cde,11923.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_583f8eab,38732.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_803b3b2c,43534.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_1c1d6376,20959.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_be1526fb,41227.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 35 days overdue""]",1-3 days
txn_591aebed,10596.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_b82adab9,9059.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_91a06a4a,48359.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 48 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_d25e5555,23479.0,40,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_48fe30fd,19751.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_48e603d8,13429.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_0182f6b4,8316.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_181ed320,37792.0,50,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_99e4abbb,48790.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 43 days overdue""]",1-3 days
txn_b55fb26c,21076.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer has 3 previous failed payments""]",24-48 hours
txn_e649469d,44355.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_917a43b8,8651.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 24 days overdue""]",1-3 days
txn_9f717198,48541.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 79 days overdue""]",1-3 days
txn_377bf37d,15992.0,40,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_d7d9f9b7,42015.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_9ea92e6b,28562.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_3f9f330f,26820.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_636802bf,32465.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 76 days overdue""]",1-3 days
txn_2b2cd9c9,27516.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_f6174808,31163.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_0274608e,49164.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_a9b8b6cb,12634.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 77 days overdue""]",1-3 days
txn_efb92c07,5337.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_25303f0c,35778.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_c84128f1,10687.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_b7487833,4841.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_d5ed4aaa,5762.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_d3e13e14,43944.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_35b5a82e,2558.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 82 days overdue""]",1-3 days
txn_e5ecb34c,18086.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 15 days overdue""]",1-3 days
txn_6d9d4853,6770.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 15 days overdue""]",1-3 days
txn_17c05119,29132.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 4 previous failed payments"", ""Invoice is 19 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_08e294c0,8373.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 66 days overdue""]",1-3 days
txn_7a663ead,41309.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_62942a53,32408.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 48 days overdue""]",1-3 days
txn_2313fa9e,143.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 54 days overdue""]",1-3 days
txn_a5b86fb1,28224.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_1ad07263,27510.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 85 days overdue""]",1-3 days
txn_53313362,11919.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_90cd6982,11510.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 28 days overdue""]",1-3 days
txn_af021e85,22513.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_a9a0ea14,1987.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 50 days overdue""]",1-3 days
txn_30c324fd,9229.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_1261911e,24779.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_46717ba8,14334.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_d6f04627,7850.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_90cc7249,28143.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 54 days overdue""]",1-3 days
txn_18196b8f,4484.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_e6080967,8167.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_10ed99c9,35186.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_6a0bc465,4268.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 19 days overdue""]",1-3 days
txn_a993dc82,24048.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 87 days overdue""]",1-3 days
txn_902d99a6,20737.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_bdc5ed7e,3654.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_b7142bb7,48576.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 41 days overdue""]",1-3 days
txn_7cd55fd8,30178.0,50,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer has 4 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_9cd1d331,9538.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_bc862dac,10031.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_454a171d,35695.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_f0e50bbd,37057.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 28 days overdue""]",1-3 days
txn_a38df466,2441.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_9eddee01,43160.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_9df5e2ff,21912.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 69 days overdue""]",1-3 days
txn_46f3d97f,33469.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_a1cd13c3,30379.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 23 days overdue""]",1-3 days
txn_842773ae,4112.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_029622d6,11039.0,40,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_76d816c7,42860.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_f9bf1cdc,47045.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_6aa5adbf,46749.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 55 days overdue""]",1-3 days
txn_6c979dd2,26487.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_cfad6c17,34441.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_f779900d,16082.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_a49b7571,21645.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_0b7ee856,13423.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 29 days overdue""]",1-3 days
txn_4a8b4e27,26816.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_81bf6544,43211.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_65014da0,42368.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",1-4 hours
txn_808df51e,38722.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_a094792d,28220.0,50,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_d0788370,4926.0,40,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_65a718c8,39727.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 58 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_758e3acb,6541.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_27b98cbd,43797.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 46 days overdue""]",1-3 days
txn_7d03b7ae,21390.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 22 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_8b4de9be,20309.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_150a6bae,17263.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",15-30 minutes
txn_e1adabc2,9359.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_e666819b,10720.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 30 days overdue""]",1-3 days
txn_b4493d91,9202.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_93091ea2,45344.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_a2a717a0,23295.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_1df46877,19742.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 67 days overdue""]",1-3 days
txn_c6142d7b,20726.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 35 days overdue""]",1-3 days
txn_df851a42,7304.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 46 days overdue""]",1-3 days
txn_1a6e2ea4,41113.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_01cb21fb,49066.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_ddff796a,15861.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_ddc6e01c,20466.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 43 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_a7d034a0,28982.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_e3650f7f,19289.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_031dcf9e,485.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 17 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_4567b293,13679.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_ec02c382,42088.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_d1992dea,46430.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_bfb3a792,8935.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_a16ae244,24451.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_6bf57888,48106.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 28 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_b9720297,4670.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_8ac13a16,16750.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 64 days overdue""]",1-3 days
txn_cab10869,25997.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_3efdc199,35383.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_e1fd641b,11623.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_cffc5cdb,14242.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 80 days overdue""]",1-3 days
txn_1dc717a5,17819.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_6cd840cd,28884.0,50,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_ac674fa4,37845.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_79da12d1,19766.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_ece9feca,16965.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 27 days overdue""]",1-3 days
txn_98233384,40828.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 48 days overdue""]",1-3 days
txn_c7ee0ea0,26443.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_66f0dbff,42205.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_a450f862,14183.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 68 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_3111387a,103.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_a4fbf932,44867.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 24 days overdue""]",1-3 days
txn_076be2a4,18334.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 42 days overdue""]",1-3 days
txn_d1905f76,16442.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 4 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_29da8388,12956.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 29 days overdue""]",1-3 days
txn_28ad4492,25536.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 32 days overdue""]",1-3 days
txn_1fc09db9,17464.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_d3bc6448,46818.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_f55e746a,1902.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_7846163f,24050.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_a72db67f,44081.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_cb3a1fc4,43725.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 47 days overdue""]",1-3 days
txn_f4a19e9b,24273.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_fb5b56d4,44691.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_40680102,14073.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 71 days overdue""]",1-3 days
txn_f1d07cbc,44792.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 90 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_7d359263,24116.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_3f2348fb,27520.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 41 days overdue""]",1-3 days
txn_19a84c64,45566.0,40,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_83e167ee,5079.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 22 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_66608cc7,2790.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_7ebac803,11440.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 40 days overdue""]",1-3 days
txn_e2dadb67,4213.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_ff4bc56f,21056.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_9bfb2c1d,48726.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_1752a2fb,17591.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 44 days overdue""]",1-3 days
txn_c930a46e,46127.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 68 days overdue""]",1-3 days
txn_9441d5a7,25071.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_ce81f601,48270.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_cc96d54e,28373.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_5bd241b8,15393.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 40 days overdue""]",1-3 days
txn_ff9f4ee2,37088.0,40,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",24-48 hours
txn_d57239b5,10510.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_c254fef1,31225.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_69d1dd91,18216.0,50,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer has 4 previous failed payments"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_1558d332,31948.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_ef575712,18275.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_83bcee1e,13878.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_07fe9787,45577.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 31 days overdue""]",1-3 days
txn_c544a688,43615.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_592c2dbd,15854.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 85 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_00e5297f,35253.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 47 days overdue""]",1-3 days
txn_97f469c5,12775.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",1-4 hours
txn_414181fd,45551.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_60478e5f,6704.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_9626a80b,2676.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_2b9082e6,7298.0,50,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_4b5e2f2b,32003.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_ffa38a67,41314.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_3aec8210,22559.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 24 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_84a03427,9372.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_ed0d4966,44154.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_83361ec8,20162.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer has 3 previous failed payments""]",24-48 hours
txn_36632cf6,18460.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_be67bd49,45731.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_4edbbe81,35481.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_47e8ae67,32648.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
